kind,cell,repetition,update_rate_s,op_id,queue_wait_ms,backend_read_call_ms,worker_read_ms,arrival_to_read_done_ms,candidate_count,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms
read,neo4j-native,0,1.0,r0_measured_00398,0.133,28.4611,31.5541,31.6871,367,1.3559,0.62,0.969
read,neo4j-native,0,1.0,r0_measured_00231,0.0924,16.4078,18.0538,18.1462,568,0.5373,0.6577,0.3775
read,neo4j-native,0,1.0,r0_measured_00156,0.0944,13.8,15.4601,15.5545,685,0.6412,0.5758,0.3509
read,neo4j-native,0,1.0,r0_measured_00104,0.0769,13.7877,15.4258,15.5027,688,0.6386,0.5921,0.3299
read,neo4j-native,0,1.0,r0_measured_00372,0.1105,28.7423,30.4846,30.5951,676,0.6714,0.6491,0.3304
read,neo4j-native,0,1.0,r0_measured_00245,0.1825,22.644,26.3731,26.5556,413,1.6495,0.7317,1.1806
read,neo4j-native,0,1.0,r0_measured_00443,0.1665,30.4283,32.5801,32.7466,670,0.9449,0.6969,0.4135
read,neo4j-native,0,1.0,r0_measured_00344,0.195,16.6728,18.8825,19.0775,508,0.7714,0.813,0.5105
read,neo4j-native,0,1.0,r0_measured_00220,0.0768,9.307,10.7797,10.8565,504,0.5446,0.4779,0.3883
read,neo4j-native,0,1.0,r0_measured_00553,0.0978,18.1817,19.8891,19.9869,677,0.6493,0.5352,0.4169
read,neo4j-native,0,1.0,r0_measured_00252,0.0798,15.2216,18.0433,18.1231,663,1.0151,0.9681,0.6962
read,neo4j-native,0,1.0,r0_measured_00694,0.1661,28.4322,31.9922,32.1583,688,1.4405,1.1792,0.7744
read,neo4j-native,0,1.0,r0_measured_00536,0.0594,12.1091,13.9225,13.9819,684,0.7141,0.6728,0.3406
read,neo4j-native,0,1.0,r0_measured_00224,0.1206,29.4499,33.7532,33.8738,684,1.82,1.6825,0.6124
read,neo4j-native,0,1.0,r0_measured_00079,0.1542,23.4382,25.9765,26.1307,627,1.5922,0.5774,0.2944
read,neo4j-native,0,1.0,r0_measured_00034,0.0971,17.94,19.5402,19.6373,678,0.6232,0.5745,0.3161
read,neo4j-native,0,1.0,r0_measured_00730,0.1173,30.3901,33.3059,33.4232,626,1.2126,0.9063,0.6681
read,neo4j-native,0,1.0,r0_measured_00332,0.1091,14.9743,16.8214,16.9305,624,0.7486,0.6795,0.3485
read,neo4j-native,0,1.0,r0_measured_00303,0.0507,8.2721,9.5004,9.5511,415,0.497,0.3438,0.3325
read,neo4j-native,0,1.0,r0_measured_00051,0.1372,23.6763,25.3781,25.5153,661,0.6649,0.625,0.329
read,neo4j-native,0,1.0,r0_measured_00370,0.0691,14.6764,16.6374,16.7065,680,0.831,0.5913,0.4383
read,neo4j-native,0,1.0,r0_measured_00360,0.0889,34.1375,35.6892,35.7781,658,0.6097,0.5368,0.3302
read,neo4j-native,0,1.0,r0_measured_00282,0.0698,28.8705,33.159,33.2288,676,2.0173,1.6827,0.5217
read,neo4j-native,0,1.0,r0_measured_00264,0.0486,14.9312,17.1904,17.239,676,1.1951,0.6649,0.3281
read,neo4j-native,0,1.0,r0_measured_00247,0.2824,20.6929,22.2815,22.5639,562,0.6076,0.579,0.3336
read,neo4j-native,0,1.0,r0_measured_00197,0.137,25.5101,29.1479,29.2849,677,1.555,1.1922,0.7258
read,neo4j-native,0,1.0,r0_measured_00273,0.1098,13.8185,15.6287,15.7385,368,0.7949,0.3935,0.5299
read,neo4j-native,0,1.0,r0_measured_00269,0.2626,18.3691,20.6783,20.9409,414,0.8723,0.5004,0.8099
read,neo4j-native,0,1.0,r0_measured_00175,0.27,36.8344,40.9094,41.1794,673,1.5246,1.4076,0.9169
read,neo4j-native,0,1.0,r0_measured_00041,0.1064,11.651,13.2262,13.3326,671,0.5788,0.5771,0.3432
read,neo4j-native,0,1.0,r0_measured_00348,0.1792,31.9096,34.7492,34.9284,656,1.0166,1.005,0.686
read,neo4j-native,0,1.0,r0_measured_00283,0.0731,11.8327,13.442,13.5151,687,0.6776,0.5362,0.3227
read,neo4j-native,0,1.0,r0_measured_00148,0.1413,24.9814,27.8454,27.9867,677,1.2255,0.8837,0.6186
read,neo4j-native,0,1.0,r0_measured_00519,0.4323,20.2361,21.8824,22.3147,676,0.6592,0.5703,0.3513
read,neo4j-native,0,1.0,r0_measured_00327,0.1786,39.3997,44.2884,44.467,688,1.9313,1.6349,1.1157
read,neo4j-native,0,1.0,r0_measured_00186,0.1747,27.4898,31.5352,31.7099,625,1.62,1.3262,0.8618
read,neo4j-native,0,1.0,r0_measured_00498,0.0612,28.0717,29.7141,29.7753,681,0.6275,0.6121,0.3248
read,neo4j-native,0,1.0,r0_measured_00219,0.0715,12.3852,14.1174,14.1889,675,0.6765,0.6391,0.3393
read,neo4j-native,0,1.0,r0_measured_00432,0.1182,13.469,15.1442,15.2624,673,0.6099,0.6581,0.3286
read,neo4j-native,0,1.0,r0_measured_00393,0.1434,24.1606,27.0097,27.1531,681,1.1354,0.9133,0.6403
read,neo4j-native,0,1.0,r0_measured_00259,0.1043,19.2394,21.3162,21.4205,562,0.8374,0.6923,0.4518
read,neo4j-native,0,1.0,r0_measured_00182,0.0449,12.3248,13.9372,13.9821,626,0.6307,0.5583,0.3308
read,neo4j-native,0,1.0,r0_measured_00503,0.2043,32.996,36.3551,36.5594,675,1.1051,0.9848,1.0466
read,neo4j-native,0,1.0,r0_measured_00571,0.1234,24.0216,26.3166,26.44,673,0.8901,0.7876,0.5029
read,neo4j-native,0,1.0,r0_measured_00365,0.1509,16.148,19.2203,19.3712,626,1.3207,1.2983,0.336
read,neo4j-native,0,1.0,r0_measured_00666,0.1904,25.4068,27.8196,28.01,414,0.9343,0.5517,0.7972
