run_id,update_id,operation,update_to_searchable_ms,kg_write_ms,kg_update_ms,probe_ms,retry_count,status
2,evt_00009444,insert_memory,340.75,340.75,N/A,N/A,0,ok
2,evt_00009445,insert_memory,336.642,336.642,N/A,N/A,0,ok
2,evt_00009446,insert_memory,335.846,335.846,N/A,N/A,0,ok
2,evt_00009447,insert_memory,335.9,335.9,N/A,N/A,0,ok
2,evt_00009448,insert_memory,339.024,339.024,N/A,N/A,0,ok
2,evt_00009449,insert_memory,337.425,337.425,N/A,N/A,0,ok
2,evt_00009450,insert_memory,340.406,340.406,N/A,N/A,0,ok
2,evt_00009451,insert_memory,339.789,339.789,N/A,N/A,0,ok
2,evt_00009452,insert_memory,344.131,344.131,N/A,N/A,0,ok
2,evt_00009453,insert_memory,334.61,334.61,N/A,N/A,0,ok
2,evt_00009454,insert_memory,338.377,338.377,N/A,N/A,0,ok
2,evt_00009455,insert_memory,339.25,339.25,N/A,N/A,0,ok
2,evt_00009456,insert_memory,338.027,338.027,N/A,N/A,0,ok
2,evt_00009457,insert_memory,341.077,341.077,N/A,N/A,0,ok
2,evt_00009458,insert_memory,342.12,342.12,N/A,N/A,0,ok
2,evt_00009459,insert_memory,342.273,342.273,N/A,N/A,0,ok
2,evt_00009460,insert_memory,337.791,337.791,N/A,N/A,0,ok
2,evt_00009461,insert_memory,339.813,339.813,N/A,N/A,0,ok
2,evt_00009462,insert_memory,334.318,334.318,N/A,N/A,0,ok
2,evt_00009463,insert_memory,336.489,336.489,N/A,N/A,0,ok
2,evt_00009464,insert_memory,337.247,337.247,N/A,N/A,0,ok
2,evt_00010973,insert_memory,325.884,325.884,N/A,N/A,0,ok
2,evt_00011743,insert_memory,325.231,325.231,N/A,N/A,0,ok
2,evt_00011749,insert_memory,324.686,324.686,N/A,N/A,0,ok
2,evt_00012589,insert_memory,354.314,354.314,N/A,N/A,0,ok
2,evt_00012590,insert_memory,353.762,353.762,N/A,N/A,0,ok
2,evt_00012591,insert_memory,353.425,353.425,N/A,N/A,0,ok
2,evt_00012592,insert_memory,356.213,356.213,N/A,N/A,0,ok
2,evt_00012593,insert_memory,352.095,352.095,N/A,N/A,0,ok
2,evt_00012594,insert_memory,353.315,353.315,N/A,N/A,0,ok
2,evt_00012595,insert_memory,354.792,354.792,N/A,N/A,0,ok
2,evt_00012596,insert_memory,352.852,352.852,N/A,N/A,0,ok
2,evt_00012597,insert_memory,356.146,356.146,N/A,N/A,0,ok
2,evt_00012598,insert_memory,353.749,353.749,N/A,N/A,0,ok
2,evt_00012599,insert_memory,352.425,352.425,N/A,N/A,0,ok
2,evt_00012600,insert_memory,353.315,353.315,N/A,N/A,0,ok
2,evt_00012601,insert_memory,353.331,353.331,N/A,N/A,0,ok
2,evt_00012602,insert_memory,351.909,351.909,N/A,N/A,0,ok
2,evt_00012603,insert_memory,358.163,358.163,N/A,N/A,0,ok
2,evt_00012604,insert_memory,351.46,351.46,N/A,N/A,0,ok
2,evt_00012605,insert_memory,346.029,346.029,N/A,N/A,0,ok
2,evt_00012606,insert_memory,350.704,350.704,N/A,N/A,0,ok
2,evt_00012607,insert_memory,350.943,350.943,N/A,N/A,0,ok
2,evt_00012608,insert_memory,348.427,348.427,N/A,N/A,0,ok
2,evt_00012609,insert_memory,347.055,347.055,N/A,N/A,0,ok
2,evt_00012610,insert_memory,348.391,348.391,N/A,N/A,0,ok
2,evt_00012611,insert_memory,358.278,358.278,N/A,N/A,0,ok
2,evt_00012612,insert_memory,356.427,356.427,N/A,N/A,0,ok
2,evt_00012613,insert_memory,355.526,355.526,N/A,N/A,0,ok
2,evt_00012614,insert_memory,343.532,343.532,N/A,N/A,0,ok
2,evt_00012615,insert_memory,346.649,346.649,N/A,N/A,0,ok
2,evt_00012616,insert_memory,345.196,345.196,N/A,N/A,0,ok
2,evt_00012617,insert_memory,346.909,346.909,N/A,N/A,0,ok
2,evt_00012618,insert_memory,346.22,346.22,N/A,N/A,0,ok
2,evt_00012619,insert_memory,353.307,353.307,N/A,N/A,0,ok
