run_id,system,graph_id,clients,hop,fanout,cycle_policy,repeat,mode,cold_mode,warmup_seconds,measurement_seconds,completed_reads,read_QPS,read_mean_ms,read_p50_ms,read_p95_ms,read_p99_ms,read_error_count,error_rate,cache_enabled,cache_hit_rate,effective_latency_ms,frontier_workers,relation_index_enabled,backend_state,read_hash_spotcheck_passed
20260709,cassandra_opt,c3_scale_1M_seed42,64,2,20,path,2,warm,warm,15,45.001,23261,516.903,124.093,117.743,173.125,189.16,0,0.0,False,0,124.093,16,False,warm,True
20260709,cassandra_opt,c3_scale_1M_seed42,64,2,20,path,3,warm,warm,15,45.002,23412,520.246,123.288,116.647,171.501,189.876,0,0.0,False,0,123.288,16,False,warm,True
20260709,neo4j,c3_scale_1M_seed42,64,2,20,path,3,warm,warm,15,45.007,14664,325.818,198.479,164.07,305.643,1194.789,0,0.0,False,0,198.479,0,False,warm,True
20260709,cassandra_naive,c3_scale_1M_seed42,64,2,20,path,3,warm,warm,15,45.022,31153,691.954,92.798,70.68,177.29,557.985,0,0.0,False,0,92.798,1,False,warm,True
20260709,cassandra_opt,c3_scale_1M_seed42,64,2,20,path,3,warm,warm,15,45.002,24298,539.937,118.858,112.466,166.839,184.54,0,0.0,False,0,118.858,16,False,warm,True
20260709,neo4j,c3_scale_1M_seed42,64,2,20,path,3,warm,warm,15,45.004,14966,332.548,195.05,143.397,488.2,1474.321,0,0.0,False,0,195.05,0,False,warm,True
20260709,cassandra_naive,c3_scale_1M_seed42,64,2,20,path,3,warm,warm,15,45.0,26918,598.176,107.4,82.943,218.561,616.288,0,0.0,False,0,107.4,1,False,warm,True
20260709,cassandra_opt,c3_scale_1M_seed42,64,2,20,path,4,warm,warm,15,45.002,19115,424.762,151.132,142.907,213.646,238.78,0,0.0,False,0,151.132,16,False,warm,True
20260709,neo4j,c3_scale_1M_seed42,64,2,20,path,4,warm,warm,15,45.001,13013,289.173,224.331,168.103,489.711,1740.93,0,0.0,False,0,224.331,0,False,warm,True
20260709,cassandra_naive,c3_scale_1M_seed42,64,2,20,path,4,warm,warm,15,45.006,25966,576.947,111.341,84.537,240.955,629.382,0,0.0,False,0,111.341,1,False,warm,True
20260709,cassandra_naive,c3_scale_1M_seed42,64,2,20,path,4,warm,warm,15,45.0,25149,558.863,114.883,85.57,241.864,730.368,0,0.0,False,0,114.883,1,False,warm,True
20260709,neo4j,c3_scale_1M_seed42,64,2,20,path,4,warm,warm,15,45.006,13173,292.695,220.699,164.222,532.708,1522.197,0,0.0,False,0,220.699,0,False,warm,True
20260709,cassandra_opt,c3_scale_1M_seed42,64,2,20,path,4,warm,warm,15,45.009,19813,440.2,145.808,136.305,219.139,257.072,0,0.0,False,0,145.808,16,False,warm,True
20260709,cassandra_opt,c3_scale_1M_seed42,64,2,20,path,5,warm,warm,15,45.001,21033,467.392,137.361,130.161,197.137,213.672,0,0.0,False,0,137.361,16,False,warm,True
20260709,neo4j,c3_scale_1M_seed42,64,2,20,path,5,warm,warm,15,45.002,14756,327.896,198.43,143.389,495.129,1511.023,0,0.0,False,0,198.43,0,False,warm,True
20260709,cassandra_naive,c3_scale_1M_seed42,64,2,20,path,5,warm,warm,15,45.001,30028,667.272,96.206,71.474,191.527,581.611,0,0.0,False,0,96.206,1,False,warm,True
20260709,cassandra_naive,c3_scale_1M_seed42,64,2,20,path,5,warm,warm,15,45.002,28148,625.49,102.783,77.638,205.327,617.022,0,0.0,False,0,102.783,1,False,warm,True
20260709,neo4j,c3_scale_1M_seed42,64,2,20,path,5,warm,warm,15,45.002,12252,272.254,237.848,177.238,560.878,1721.252,0,0.0,False,0,237.848,0,False,warm,True
20260709,cassandra_opt,c3_scale_1M_seed42,64,2,20,path,5,warm,warm,15,45.003,21284,472.943,135.791,128.767,215.873,254.213,0,0.0,False,0,135.791,16,False,warm,True
